title,category,content
9 pang tulak-cops sa Bulacan pinasusuko,C,laki posibilidad suko pang pulis-bulac positibong tulak droga desisyong sama illegal drug operation slang po michael lee alad surender makalawa bulac police provincial office bppo los city takot sunod tay kpirmang tuloy himok p senior supt romeo caramat jr acting bulac police director boluntaryong suko pang alanang pulis-bulac sangkot droga surender po rogelio sta ana miyembro bppo talaga los city police station samahang po alad tagpuang patay meycauay city bitiwang salita p senior supt caramat pulis-bulac tulak droga suko matay alis posibilidad tuloy silang tigas surender baka tulad lagim matayang sapit po alad uniporme tanim bala ulo ano vigilante group barangay ubi meycauay city noong hulyo dalg-araw litaw sukong po sta ana hulg sama tay po alad tapos silang shabu lugar metro manila talaga los city pnp siyang benta shabu sulok bulac rtikular subdivision gamit lat shabu police car
Bangkay ng 8 sanggol itinago sa bahay,C,dakip awtoridad ina tahan tapos diskubre bangkay sanggol tira bansang germany ulat daily mail amin akusadong andrea g anyos coburg state court sanggol itago bahay wallenfalls bavaria subalit tanggi itong amin paano patay sarilg anak sama kasu asawa nitong johann g anyos accessory crime ulat pitbahay bigay impormasyon awtoridad isbong ibang kilos baeng suspek tuwg buntis kita sanggol bahay bangkay sanggol balot hand towel plastic bag ilagay storage dating gamit sauna
Ganti ng selos,C,overseas filipo worker taong trabaho saudi arabia piit zamboanga city tapos nitong tay diano laguyo asawa ako abila law tay mohammad yaser sabing si lakg yurak rangal dakip law patid abdullah tapos silang tunton cellphone naiw lugar batid buko law asawa tapos basa palit text messages laguyo bukod sbong tanggap kalat tsimis kuha law cellphone bae nag-text laguyo nggap asawa gustong kipagkita labas motel zamboanga bay ipil zamboanga sibugay tungo agad mohammad gamit motorsiklo lgid alam roon pala patid law baril law mohammad ubos magazine kataw lakg yurak laki
"5 pa dedo sa droga sa Rizal, Laguna",C,tuloy timbuwang hinalang drug personalities lawig rizal laguna makalawa nam sawi kipagbaril pulis sunod operasyon bay san mateo rodriguez taytay rizal cabuyao city laguna bilang sawi jonat torres kipagbaril pulis barangay sta ana bay san mateo ganun all mendoza engkwentro awtoridad tapay bridge ejercito ave cor c rd brgy sta ana taytay di kilalang suspek kipagbaril pulis rodriguez rizal cabuyao laguna patay ricardo andaya pulis brgy banay-banay rekober sachet shabu baril
Lady manager bulagta sa tandem,C,patay baeng resort manager tapos baril riding-in-tandem lapu-lapu city makalawa bandang alas-nuwebe gabi anap maril tawid biktimang luz empleo bensai sama nitong helper punta nitong bahay sitio butterfly brgy bag uno putuk motor suspek agad bawi buhay bensai tamang baril ulo tapos unang baril layu takas nam helper putuk base saksi kulay itim t-shirt takip ulo gunman wala helmet itim ding drayber tangay pati shoulder bag biktima lam personal gamit beses anong nireklamo biktima retired police ex-husband mag-anak barangay amg tuloy irg settlements opisa samantala nakaw nam tignang motibo homicide section lapu-lapu city police office sidente
"Parak na tulak, sumuko sa Bulacan",C,pang pulis-bulac bilang miyembro bulac pnp sangkot tulak shabu suko camp gen alejo santos los city tding takot tay tulad yari samang po michael lee alad uniporme pang tanim bala ulo iwang buhay brgy ubi meycauay city bulac noong huwebes boluntaryong suko p senior supt romeo caramat jr acting bulac police director wanted droga po rogelio sta ana miyembro bulac police provincial office bppo los kita tding amba buhay siyang tulad sapit sama tulak shabu po alad sabit plakard leeg pulis pusher idetalye sukong po sta ana hulg sama po alad noong gabi tagpuang patay dakong alas- dalg-araw noong hulyo kungsa modus-operandi gamit police car hango bultong shabu ynila upang sita itong ibebenta durugista bulac
"Floating shabu lab sa Subic, ni-raid",C,salakay philippe national police tuklasang floating shabu laboratory daong sakop subic zambales tukoy pnp chief director general ronald bato dela rosa al chese nationals dakip loob tuklasang floating shabu laboratory kpiska kilos shabu barangay calapanday zambales sina shu fook leung kwok tung chan wing fai lo kam wah kwok wang hong sabing pitong-araw pilipas suspek aresto tapos sagawa operasyon operatibang pnp anti-illegal drugs group muno sr supt bert ferro tuwang police regional office muno sr supt christopher mateo mateo tuloy imbestigasyon dibidwal posibleng sabwat tso pilipas kuha loob barko lahatg kilo shabu halaga p million shabu manufacturing equipment yang produce kilos shabu da-araw laki teyorya pulisya loob barko kuha shabu dala cagay as monitoring awtoridad sabg fishing vessel galg hong daong cagay layag tungong ilocos as tungo subic bay accordingly three times nag-unload eto pi-prepare balik china another delivery hayag dela rosa
20 PULIS POSITIBO SA DROGA,C,tuloy drug testing sagawa munu philippe national police pnp tau bahagi mpanya kontra iligal droga tuklas pulis personnel buong bansa litaw positibo droga idaos press conference hapon camp crame iprisinta pnp base tala salang eksamasyon sapi pulisya positibo taas ranggo spo sabi pnp-crime laboratory chief chief supt emmanuel aranas pulis positibo drug test luzon visayas nam mdanao far positive results concerned hour dating data morning five tested positive luzon six visayas nine mdanao a-announce yung confirmed drugs screen confirmation hayag aranas nam pnp spokesperson chief supt dionardo carlos bigy araw pulis positibo drug test idepensa iprotesta resulta ihayag carlos sailalim confirmatory test igg resulta lawang suri dala immediate superior tiyak carlos sunod pang araw labas resulta gawang drug test pnp regional office buong bansa
6 bagets nasagip sa bugaw,C,laboso bugaw sagip nam pulis menor-de-edad hawak makalawa gabi aque city trick cap alyas kuya trick hustong gulang taga-para aque city custody aque city police aresto suspek alsunod gawang operasyon pulisya labag curfew turang lugar ata bata sama cap dis-oras gabi lansang nalam anong bugaw gap upang arestu sagip bataang sama sagip bata dala dswd aral pulisya kasu ulang samantala sampa pulisya ukulang kaso cap
UNANG GIRIAN!,C,allow anybody derail effort pnp stop drug menace society tapang hayag solicitor general jose calida ipopormang senate inquiry serye bulagta anti-drug war pulisya sagot nam outgoing senate president franklin drilon assert constitutional duty investigate una-unahang giri senado executive department admistrasyong duterte reaksyon resolusyon sen leila de layong bukas senate inquiry upang alam yroong yarg extrajudicial killings operasyon pulisya hinalang sangkot illegal drugs payu calida pulis takot ituloy trabaho encourage pnp afraid congressional senate investigations defend diin solgen banggit calida al de plano senadora susite resolusyon roon inquiry sidente tay drug suspects sapul ungkul ulong rodrigo digong duterte payu pnp chief director general ronald bato dela rosa pang opisyal pulisya tawag senado dalo boykot fiscalizer neutralizer defender pnp wag yong takot pulis operatives po tayong batas need investigation aid legislation kuno hayag calida tukoy de taguriang fiscalizer senado kondena calida resolusyon kuwestyon tunay motibo de truly sincere stop drug menace let us ask justice secretary charge nbi prosecution service correctional po investigation aid legislation think investigation aid media mileage bilis saklolo samang senador de tahasang sabi drilon alarmed remarks made calida remarks uncalled reek arrogance unbecoming solicitor general ani drilon afraid usisa presidente senado th congress assert constitutional duty investigate illegal unjust improper inefficient acts committed public official order strengthen existing laws matter aid campaign president illegal drugs diin drilon banggit senate president dato senado imbestiga loob constitution awtorisado silang imbestiga malfeasance misfeasance nonfeasance office officers employees government branches agencies subdivisions instrumentalities ngyari aniya senado gamit puwersa siguro attendance testigo resource person lipas dig senado mismong gawad senate sgt -at-arms bitbit testigong ayaw dalo hearing hesitate invoke power senate compel attendance witnesses resource persons attendance necessary senate perform constitutionally mandated function diin drilon sen nfilo lacson nam ulat agang payo calida gen dela rosa pnp officials dalo senate inquiry lacson pnp chief premature usap senado imbita dela rosa base conjectures suspicions without sufficient basis diano summary execution hinalaang drug pusher tay operasyon pulisya unless least testimony oath summary executions indeed committed course police anti drug operations afraid embark fishing expedition diin lacson said think even premature solgen advise cpnp ignore senate summons investigation aid legislation conducted wala yung actual usap away dagdag lacson nilaw sen sonny angara tensyon senado sakali mang tawag opisyal pnp hiya sang awtoridad buksang imbestigasyon intend embarrass rather support law enforcement officials fight keep streets peaceful protect youth people drug menace ani angara nawag nam angara sama senado suporta mpanya pnp senate must rally behind law enforcers also ensuring rights protected clearly drug syndicates established presence country senate must support fight maintain law order dagdag hapon dig laca base bukas senate inquiry labag batas rapatang ntao pulis tupad utus ulo upang sugpu illegal drug activities buong bansa
"Police asset, lover tinadtad ng bala",C,patay police asset sugat sama tadtar tama punglo di kilalang gunmen sultan kudarat kilala sawi javison avero lambayong sultan kudarat live-in lowilyn arcangeles tamo tama bala ibang parte kataw gamot imbestigasyon tulog biktima nirerentahang bahay purok asa poblacion lambayong pasuk kilalang suspek baril isyal imbestigasyon pulisya posibleng ugnay droga slang biktima tapos amin anak police asset abero malib nakun mag-live-in partner sachet niwalaang shabu drug paraphernalia
"Jailguard na shabu vendor, isinelda",C,kulong jail guard tapos buy bust operation provincial anti-illegal drug special operations team ilocos norte-philippe national police pnp yari operasyon mismong compound provincial capitol suspek kilalang provincial jail officer eddie acoba benta shabu police nggap buyer kuha sling bag heat sealed plastic sachet lam hinalang shabu kasu jail officer acoba labag dangerous drug act city prosecutors office
"AWOL COP MAS PINILING MAMATAY ""  TOKHANG TEAM",C,halip suko dating baro arestu lab tay awtoridad awol pulis lungsod quezon hapon aga dead-on-the-spot suspek po arnel arnaiz dating miyembro quezon city police qcpd district iii laun ilipat calooc city police office ano tuluyang awol absent without leave ulat qcpd station iii ganap anong alas- aga anap sidente mismong mahay dating pulis virgia street jord village brgy baesa sabg lungsod sagawa ano opl tokhang awtoridad ratg mahay arnaiz agad itong katok usap anong suko halip kipag-kooperasyon bigla anong putuk pulis labas bahay upang pilit siyang putuk awa pang sugod lapit ospital biktima sawi antimano samantala alamang tungo ano pulisya mahay dating pulis upang usap itong isuko impormasyong kuha asset sangkot ano iligal lakar bawal gamot bahagi opl tokhang katok usap lab ano pilit pulisya putuk arnaiz
MGA PATAY NAGKALAT!,C,tigil bulagta bangkay sabing sangkot ilegal droga krimal tagpuang handusay haba epifanio delos santos avenue edsa quezon city batangas nueva ecija quezon bangkay kilalang laki balot packaging tape buong kataw gapos alambre leeg tagpuang balandra hiwalay lugar haba epifanio delos santos avenue edsa quezon city hapon dalg-araw report quezon city police district-criminal investigation detection unit qcpd-cidu halos sunod diskubre dakong ala- dalg-araw biktima edad  taas suot kulay putg t-shirt tak polo sport kulay asul short pants tattoo gemma likur kataw ratula bangkay sulat tagang tular durukot edsa perwisyo po jim barayoga hawak kaso diskubre biktima haba sidewalk edsa lapit st aguste school nursing barangay philam qc pang patay laki bandang ala- dalg-araw sidewalk harap bakanteng lote edsa barangay ramon saysay bantay qc  anyos taas liit angataw suot kulay asul t-shirt itim short pants tattoo big nang braso balot packaging tape sulat tular snatcher edsa samantala drug personality tagpuang handusay lugar nueva ecija bilang laki kilala ulat p sr supt uel cornel nueva ecija police director bilang slang sina virgilio leandro drid guillermo velasco piliton prince michael lagmay ngbrgy calancuas norte cuyapo nueva ecija tama baril ulo balot ulo packaging tape bangkay tagpu service road emilio vergara highway brgy sacab noong sabado aga samantala ano tulak droga tay lucena city quezon lipa batangas
"5 huli sa droga, boga sa Maguindanao",C,katao sakay pick-up truck dakip pulisya checkpoint tapos kpiska hinalang shabu armas bay rajah buay udanao diano sources iligal droga autonomous region muslim mdanao armm ulat pulisya batid sabado dakip kuha saky kete shabu automatic rifle -caliber pistol bala gayun p k cash imbestiga suspek sabi pulisya kuha akusado shabu armas unang sabi ulong rodrigo duterte bilang udanao mul droga central mdanao
"8K sa CL, sumuko sa droga",C,akyat katao sangkot droga buong central luzon surender pulis raang igtg police regional office pro mpanya illegal drugs rtikular bulac halos tulak droga slang noong hulyo base report pro acting regional director p chief supt aron n aquo litaw halos bulakenyo suko pulisya lokal opisyal bunga tding takot sunud-sunod slang drug pusher bulac lapit abot tulak tay engkuwentro suko mpanga tarlac nueva ecija bata samantala abot drug personalities boluntaryong suko bicol region c supt melv buenafe pnp bicol regional director sabg suko simula lang nitong hulyo salukuy ano imposibleng yari buw yang lipol drug suspects bicol region
3 patay sa Sta. Rosa shooting,C,patay sidente maril sta rosa laguna isyal report alyas bakla baril suspek sakay tricycle rl tayo barangay sal dead spot biktima samantalang bilis takas suspek subalit agad sagawa dragnet operation pulis sabat suspek baril sawi kilala alyas bonseng bunganga rekober kataw sawi libre baril bala plastic sachet lam hinalang shabu tuloy imbestigasyon awtoridad sidente alam motibo krimen
Tattoo artist inasinta sa ulo,C,dead-on-the-spot tattoo artist tapos asta ulo bistay bala kilalang riding-in-tandem hapon pasay city kilala pasay city police biktimang ronald luce alyas buto residente th street las villamor air base brgy report pasay city police anap sidente alas-otso aga harap villamor airbase elementary school nuluk poccio garden brgy lungsod hatid ano biktima anak turang raal sama live-in partner aiza abanilla sakay yamaha motorcycle hatid rada muna biktima harap gate aral motorsiklo hintay live- biglang datg lakg skara baril ulo luce agar nitong matay agad ang takas suspek lakad litaw record pulisya biktima ano number lista drug pusher lungsod
"1 patay, 1 missing kay 'Butchoy'",C,patay ulat wala nalasa habagat dulot bagyong butchoy tagal araw philippe area responsibility par report national disaster risk reduction management council ndrrmc anyos laki lunod ligo creek cata rizal ang anyos laki iulat wala valenzuela city angalakal tulla bridge apektado nam milya katao taas tubig-baha zambales bata rizal batangas bukod baha rockslide pasig city landslides zambales palaw rizal alam pasok par bagyong butchoy noong rtes tagal araw
LALAKI PINAGHAPUNAN NG BALA,C,laki busog bala kilalang salar tapos tambang paka sana hapun borito tambay labas lang bahay calooc city makalawa gabi ulat ps supt ferdand del rosario calooc city police north extension office ganap anong alas-nuwebe gabi anap sidente tapat lang bahay biktimang kilalang loyd santos anyos asawa anak residente phase iv bagong silang brgy sabg lungsod kaupo ano biktima ilapag sandali pader platong lam hapun datg suspek laraw residente lugar tamtamang angataw rehong itim suot anu-anong nilapit biktima wang labas rehong caliber baril saka salitang ulan bala ulo pisngi leeg pang bahagi kataw biktima agar nitong matay tapos siguradong wala buhay agad alis suspek saksi lakad ano layo lugar nam ukha dilim ano parte lugar anap sidente siyasat scene crime operatives soco kita tama bala baril biktima slug sabg libre baril lugar yari krimen alam tandang patid biktima kilalang jay-ar santos kulong ano song kalam gamit bawal gamot biktima laya ano lang raang hunyo tapos piyansa dati anong ugnay bibenta iligal droga biktima takda sana itong rehab salukuyang sagawa imbestigasyon awtoridad alam kilanl salar gayund posibleng motibo maslang biktima
"Nakaseldang drug lords, i-Calauit na!",C,irekomenda hapon bicol rtylist rep rodel batocabe ihiwalay new bilibid prisons nbp drug lords lalong dalg nahon itapon calauit island siguro calauit itapon alaga giraffe pang hayop hirap kasi bilibid baka dali yung reunion unang tigok small-time pushers ani batocabe sabi batas siguradong komunikasyon drug lord labas calauit hirap itong takas bakur philippe navy pn philippe coast guard pcg wala aniya npb lakg drug lords lakg bawas supply droga bansa lalo lansag sabi lasyo local executives sangkot ilegal droga
Sundalo binaril ng kabaro,C,lunsad hapon operasyon pulisya upang dakip sundalo ano baril sugat zamboanga city kilala suspek rene upo miyembro philippe army siyang ituturong baril ricky bunsalao makalawa nam ibigay pulisya anong unit ranggo tuloy ano imbestigasyon kaso batid daratg bunsalao sama asawa lugar barangay daap sangali sakay motorsiklo biglang sulpot upo baril biktima sugat agad takbo loob upuhang kuwarto bunsalao naiw asawa nitong tulala anap ano takas upo akalang pura biktima sugod nam agad bunsalao asawa amut sabi nam senior supt rogelio alabata regional police spokesman hanap awtoridad upo personal alit ano ugat away
Away-selos: Lolo't lola parehong  patay,C,patay asawang lo lola away-selos nauwi naksak brgy sucol calamba city laguna hapon aga dead-on-arrival ospital biktimang luisa gonzales anyos raang saksak mister tricio gonzales sr damay nam naksak anyos apo kilala alang joross gamot ospital agad ang responde pulis subalit tanggg suko suspek armado talim halip sugod awtoridad pilitang baril suspek takbo ospital subalit ideneklara itong dead-on-arrival doktor
"May drug  link sa  media ""   Palasyo",C,kpirma laca nauna hayag pnp chief director general ronald dela rosa yroong miyembro media gamit ilegal droga sislbg protektor drug lord nayam radyo bay presidential spokesperson ernie abella amin yroong intelligence report kukpirma sabg impormasyon ihayag dela rosa gayunpam tanggi abella yroong hawak dela rosa lista al miyembro media sangkot illegal droga siguro dela rosa alsunod direktiba ulong rodrigo duterte santu igting mpanya kontra ilegal droga tanda nitong alan heneral silbg protektor sdikato droga ako itong alan alkalde opisyal lgus sangkot illegal drug trade
5 narco-generals shoot na sa Ombudsman,C,pasok office ombudsman imbestiga heneral akusahang protektor operasyon iligal droga bansa ombudsman conchita carpio-morales buo task force munuang tanggap imbestiga heneral philippe national police pnp unahg hakbangg sagawa ombudsman sailalim lifestyle check heneral bilang nina pnp deputy director general rcelo garbo jr dating national capital region police office ncrpo chief director joel dilao western visayas regional director chief superintendent bernardo diaz quezon city police district director chief superintendent edgardo tio retired police general vicente vic loot alkalde daanbantay cebu salukuy angalap rampatang dokento tanggap ombudsman amit ilalargang imbestigasyon ugnay nilaw ulong digong duterte condemning deserve investigation sworn duty let know yari bay things president dagdag kulay pulitika al heneral purely based intelligence report tanggap commission human rights chr chairperson etta rosales sang-ayon aksyon ulo sana nat ibubulgar publiko kasi lagi natg tanda yung rapatang ntao presumed innocent proven otherwise lang galang nat kasi mistaken identity wrong information e di sira mo yung al saka yan yung stigma dun milya anak yan kasi nu nahon ampatu massacre nu usap yung biyuda nu pulis sama loob jeddah osente e mistaken identity bahagi nu saker stigma yung bata matay tao nay tay punto rosales
KOTONG SA 'DRUG WAR',C,grupo kita ongotong biktima takot drug list target operasyon pulisya bayad p p rating abante p supt ric villanueva commander provincial public safety command kilalang tao lawig hgi tulong ano tanggap extortion thru text kilala ano grupo osamis group sabi text biktima sama puntirya target list pulisya ilegal gawa ala bahala basta bigay hinging pera p p lagay ano text no ngal dalang pera bilang konsulta ano villanueva hgi tulong university president lawig district engineer dpwh barangay captain kilalang negosyante sagawa ano extortion group background check biktima payu villanueva agarang kipag-ugnay pulisya
Ex-NPA nilikida sa droga,C,patay dating npa sabing gun man mpluwensyang drug personality lucena city nilikida di kilalang suspek makalawa tanghali report lucena pnp dakong alas- tanghali tulog loob bahay st jude village brgy cotta lucena city biktimang danilo enopia morsiquillo danilo lusterio arm alcala anyos pwersahang pasuk suspek wasak pinto higa baril suspek gamit libre baril pulisya biktima talamak pusher sama top drug watchlist lucena city police tau patid dating agriculture secretary proceso alcala athel alcala timbog ano ilegal droga
Kalalayang tulak tigok sa engkuwentro,C,tulak damo laya lagak piyansa kaso droga tay raang salubung putok operatiba bocaue pnp takdang magha search warrant pilitang ganti barangay bambang bocaue bulac makalawa tanghali kilala p supt charlie cabradilla oic bocaue police station tay suspek aramis dev crisostomo silvestre hustong gulang barangay bambang bocaue tamo tama bala kataw iulat sugat sawi panig awtoridad tay suspek nsamantalang laya tapos piyansa song illegal drugs kuha bulac soco team lugar encounter caliber revolver pang bala basyong bala bricks marijuana timbang gramo halaga p ibang drug paraphernalia kpirmang suspek crisostomo number lista illegal drug personality barangay bambang tulak damo marijuana dakong alas- tanghali lbi search warrant bocaue police suspek tira brgy bambang sabg bay lapit awtoridad putuk pulis pilit ang ganti slang suspek
Lalaki napisak sa hit-and-run,C,pisak ulo hiwa-hiwalay kataw kilalang laki biktima hit-and-run tapat cuneta astrodome roxas boulevard pasay city hapon dalg-araw isyal imbestigasyon spo rilou sandro tia pasay city traffic sector biktima tayang anyos taas yanggi suot kulay itim ntalon t-shirt dakong alas- dalg-araw kitang hiwa-hiwalay kataw biktima haba roxas boulevard turang lugar hala awtoridad ilang beses sagasa biktima saky da sabg lugar unang sagasa saky kuhanang plaka posibleng beses itong sagasa hayag awtoridad
9 pa tumimbuwang sa droga sa Cotabato,C,wang itanghal bangkay katao tapos kipagbaril awtoridad hiwalay gawang operasyon north cotabato south cotabato hapon dalg-araw makalawa gabi report ratg camp crame talam pnp dakong alas- dalg-araw gawa joint operation pnp special action force saf criminal investigation detection group cidg isilbi arrest warrant suspek hinalang drug den sitio quiapo brgy poblacion subalit agad anong tunug grupo awtoridad agad una putok pilitang ganti putok pulis resulta sawi suspek aresto bilang dako tapos buhay ano top drug watchlist awtoridad raang man gawang anti-illegal drug buy-bust operation bay surallah south cotabato makalawa gabi kilala sawg suspek jess arauho tubong lake sebu south cotabato suspek wang kuhan ibang uri baril shabu
Shabu chef dinakma sa Cavite,C,sabay lakas buhos ulan makalawa gabi niragasa tuwang pwersa regional anti-illegal drug group region -a c insp gil torralba cavite swat noveleta municipal police station bahay ano tagaluto shabu noveleta cavite porma unahg suspek regalado samarto lustre onjet anyos brgy san rafael noveleta cavite posas operatiba sama utol tiwala bahay sina sherrie luna ariel luna samarto tala philippe drug enforcement agency pdea watchlist calabarzon isang cavite ano luto shabu kpiska onjet plastic sachet shabu timbang gramo weighing scale makail bili poseur buyer p halaga droga suspek kilalang manufacturer droga ilang ulit itong aresto mante shabu lab ano miyembro lakg sdikato droga
Holdaper napatay sa sariling boga,C,patay holdaper baril biktima tapos agaw bitbit baril suspek hapon dalg-araw ti city kuhang identification card kilala suspek john paul mana hernandez tira tramo st pasay city atay yari sidente tapos tamo tama bala dibdib samantala agad nam dulong himpil pulisya biktimang mark lester dem paces crew greenwich pizza siyang baril suspek hernandez labas siyasat nina spo nilo sadsad jason david station investigation detective management branch sidmb ti city police anap sidente dakong alas- dalg-araw harap gusali ayala avenue turang lungsod imbestigasyon salukuy lakad biktima sama baihang sama trabaho banggit al biglang sulpot mio motorcycle plaka eho suspek harang sabay hayag hold-up agad kuha bag samang bae paces kipag-agaw bae samantala paces upang agawa baril suspek mbuno suspek biktima putok baril duguang bulagta
"2 ikinahong bangkay, 1 pa ikinalat",C,bangkay laki biktima summary execution base tay tagpu hiwalay lugar ynila alas- makalawa gabi tagpu unang biktima mcarthur bridge lapit gilio street sta cruz manila police district mpd balot packaging tape mukha biktima tali kamay tong cardboard kataw sabg pusher hapon pang bangkay sunod tagpu unang bangkay kilalang laki tagpu bonifacio drive port area manila alas-otso aga silid kahon balut packaging tape lawang bangkay tagpu nam gilid metropolitan theater tagpu unang biktima silid bangkay kahon balut packaging tape gapos kamay balut buong mukha packaging tape sulat kahon pusher-holdaper tular suot pulang t-shirt checkered shorts kilanl laki hala awtoridad sama sabay sabay patay biktima isang lugar hiwalay lugar itapon iligaw imbestigasyon
BANGKAY SA KARTON  ITINAPON SA BASURAHAN,C,bangkay kilalang laki tadtad tattoo kataw hinalang biktima summary execution batang angalakal tambak basura lungsod calooc hapon dalg-araw ulat pc insp ilustre mendoza station investigation division sid calooc city police ganap ala-una sado dalg-araw abala ungulekta kabang pang lakal batang alan haba mabi avenue corner dimasalang street barangay sabg lungsod rton raniwang lagy biling chichirya balot husto gamit packaging tape rton upang ma-curious bata alam lam pilit sira packaging tape balot ulat biglang takbu agad ang ns sabay angalakal reynaldo giliw reaksyon slit lam rton upang lapit usisas bangkay pala laki loob rton bungad agad tuhod agad siyang hgi saklolo rondang barangay tanod nag-report pulisya siyasat scene crime operatives soco recover loob sama bangkay biktima lamang halaga sachet hinalang methamphetame hydrochloride shabu kita ramg tama saksak ibang bahagi kataw biktima suot itim t-shirt itim ding shorts tribal tattoo ibang bahagi kataw biktima lupot nylon cord leeg tuloy sagawa imbestigasyon hggil sabg sidente alam kilanl biktima itapon lang ba sabg lugar ibang lupalop patay
Tanod bulagta sa 4 riders,C,barangay tanod walang-awang baril kilalang suspek hapon lungsod ynila kilala biktima cristopher granada alyas dagul barangay tanod barangay zone base kuha ctv kuwentu anong laki granada hga radang tricycle datg motorsiklo sakay laki target ulo malib unang motorsiklo rider sunod pang motorsiklo sakay ba baril biktima saksi plaka motorsiklo takip nam big suspek ukha bilis takas tapos maslang alam dating kulong granda song snatching pang krimen posibleng maslang
6 drug pusher tumimbuwang,C,patay tulak ilegal droga tapos lab ano awtoridad hiwalay anti-illegal drug operation pulisya bicol region loob oras ulat police regional office pro camp simeon ola bilang tay sina jayvee neil navea andy villegas number drug watchlist bay goa kipagbaril pulis gawang buy-bust operation polangui albay nam tay rodney pecundo tapos kipagbaril ano pulis sagawa buy bust operation barangay tacon tay julbert recarte wanted drug personality barangay jose baybayon bay buhi tapos lab ano kipagbaril awtoridad sorsogon city sawi sina alyas jepoy top drug personality watchlist di kilalang sama ding sidente
"Drug deaths 'ordinaryo' na sa QC, Maynila",C,wala tigil bulagta lakg sangkot droga hapon katao ano lab pulis tay quezon city ynila loob lang halos tatlong-oras laki tay kilala unang sawi alyas lang ver suot kulay brown t-shirt maong pants taas edad  engkwentro sawg suspek dakong alas- dalg-araw elemento station anti-illegal drugs said qcpd station muno p senior insp terno domondon sagawa drug-operation san miguel st brgy yatas sunod bulagta brgy bagong buhay qc kilala alyas jong taas edad  pang anyos bata bulagta brgy bagbay quezon city laki tay tondo sampaloc ynila
"Bulagtaan ng 'tulak' sa Bulacan, NE patuloy",C,tuloy dagdag araw-araw patay tulak ibang bahagi luzon bunsod mpanya admistrasyon ulong rodrigo duterte illegal drugs cabanatu city katao bilang bae dagdag habang tala itutba ano sangkot usap ukol droga slang kilalang sina uel ce andres ogie residente brgy sampaloc imelda valdez trapalgal residente brgy bakal alma nahon santos residente brgy rcos wang bay talavera cario on ignacio purok asa brgy daang sarile jonat erna atacador purok brgy valle cruz bulac hinalaang drug pusher timbuwang kilalang sina nicky villanueva santos alias nicky noel anyos taga- sitio gulod brgy paod marv gomez brgy lipampang san ildefonso bulac
"Top criminals sa Mt. Province, laglag",C,tulong lokal awtoridad lambat criminal investigation detection group cidg municipal level wanted person bontoc mt province drug watchlist tapaz capiz hiwalay operasyon bandang alas- aga hapon huli samang pwersa cidg mt province cidg nueva vizcaya pib mt province quezon mps moses bakil bisa warrant arrest woa ronron quezon nueva vizcaya ulat regional chief p supt froil perez cidg acting director c supt roel b obus sabi nitong bakil rkadong mwp bontoc huli granada operasyon bilang banda arestado rodolfo barnizo drug personality tapaz makalawa bandang alas- hapon tulung cidg capiz psc rpsb- hermano subd brgy punta tabuc roxas city capiz wanted ano suspek labag ra comprehensive dangerous drugs act regional chief cidg region p supt christopher acop samantala tagpu nam halagang php shabu buy-bust gawa miyembro cidg camares sur makalawa gabi kilala arestadong sina rommel rapal romnick reyea jonalie silvestre kasu labag ra report regional chief p supt rlon tejeda
"Dalaga sa Bulacan ni-rape, ginilitan",C,salukuyang hanap suspek anyos dalaga raang gilit leeg pukpuk tigas bagay ulo tapos reyp kilalang laki biktima isang tulog loob bahay bgy pulong-bayabas san rafael bulac makail report p sr supt romeo caramat jr acting bulac police director itago biktima alang sarah dalaga bgy pulong-bayabas san rafael agad dala mag-anak amut raang tagpu itong walang-malay loob bahay laslas leeg bahagyang sugat ulo nang mata latanda ding gahasa biktimang dalaga tyempuhang isa pasuk kilalang suspek target san rafael pnp raang kuha awtoridad lead kilanl biktima dalaga alis impluwensya droga suspek suspek batid bandang alas-siyete aga noong lggo diskubre sarilg psang laki biktimang malay dugu higa unang lapag bahay liblib lugar sakop bgy pulong-bayabas san rafael agad itong isugod amut bila sugat leeg tamo
Kuwaiti kinasuhan sa Pinay rape,C,kasu embahada pilipas kuwait kuwaiti tapos ano nitong halay filipa domestic helper hboula district sabg bansa ulat times kuwait iha embahada reklamo anyos akusado nitong abuso di alanang pay domestic helper public relations security media department ministry interior susg imbestigasyon gawa akusado tunay abuso sabg pay tahan record korte kuha akusado serbisyo pay trabaho apartment subalit huli yari halay awang sbong sabg pay pulisya embahada dakip akusado
Koneksyon ni Garbo sa drug triad ibinulgar,C,ibunyag laca koneksyon retired gen rcelo garbo drug syndicate tukoy itong associate protector coddler level drug triad taas level sdikato mainland china diagram ilabas laca ta mula supply droga idada ano sea shipment china da nam transaksyon drug lord piit national bilibid prisons sina wu tuan alyas peter co peter lim alyas jaguar lya ano drug lord garbo siyang silbi protektor co piit ano building nbp tayong lider bilibid siyang angasiwa operasyon droga luzon ncr jaguar labas ano bansa angasiwa triad visayas sabi aguirre utus ulong rodrigo duterte shoot kill jaguar sakalg tuntong noy aquo international airport naia nam direktang ihayag laca kuha garbo triad silbg coddler ano lakg pera palit lalo level triad ano kilo regular shipment halaga bilyong piso malib ano grupo nina co jaguar nag-o-operate bansa grupo herbert colangco alyas ampang subalit base intelligence report hawak laca wala nam itong koneksyon garbo
