"Police chief, itinumba sa Marawi City",C," Patay ang isang hepe ng pulisya matapos itong itumba ng mga di-kilalang armado sa Marawi City sa magulong lalawigan ng Lanao del Sur sa Muslim autonomous region sa Mindanao.,Ayon sa mga opis­yal, nagmamaneho ng kanyang pickup truck si Senior Inspector Darangina Ditucalan na nakadestino sa bayan ng Poona Bayabao nang ito ay barilin ng mga 2 lalaking nakasakay ng motorsiklo sa Barangay Lumbac nitong Lunes ng gabi.,Nakabuntot umano ang mga ito kay Ditucalan at ng makakuha ng pagkakataon ay dinikitan ang sasakyan ng opisyal at saka ito niratrat. Sa inisyal na ulat ng pulisya ay tatlong  bala ang bumaon sa katawan ni Ditucalan na siyang ikinamatay nito agad.,Sinabi naman ni Senior Superintendent Agustin Tello, ang provincial police chief, na nagsimula na ang kanilang imbestigasyon sa krimen.,Walang umako sa pagpatay sa opisyal, ngunit aktibo ang mga lokal na radical jihadists na naimpluwensyahan ng Islamic State sa lalawigan at sabit din sa mara­ming atake sa pulisya at militar­ sa ­rehiyon.",,
14-taong kulong sa Nixon Kuan killer,C,"Hinatulan ng anim hanggang 14 na taong pagkakulong ng Makati City Regional Trial Court (MCRTC) ang tatlo sa apat na akusadong humoldap at pumatay sa dating opisyal ng Department of Tourism at kolumnistang si Nixon Kuan noong taong 2012.,Dakong alas-nuwebe ng umaga ng basahan ng sakdal ni Makati City RTC Judge Elpisio Calis ng Branch 133 ang tatlong akusado na sina John Rey Cortez; Noel Garcia at Darwin Saniano.,Sa 72 pahinang desisyon ni Judge Calis, napatunayan na ang tatlo ay guilty sa kasong pagnanakaw at pagpatay kay Nixon na naganap noong Hulyo 2012 sa Green field Estate, Calamba Laguna.",,
Trike driver patay sa P20,C,"Isang trike ­driver ang isinugod sa ospi­tal matapos barilin ng sumpak ng isa ring trike driver dahil lamang umano sa hala­gang P20 sa Roxas City.,Nagtamo ng isang tama ng bala ng sum­pak sa sikmura ang biktimang si Hernaldo Bayoneta, ng Mejorada Subdivision, Inzo Arnaldo Village, Roxas City.,Sa ulat na isinumite sa Camp Crame, nakapila at nag-aabang ng pasa­hero ang biktima nang mapansin nito sa kalsada ang P20 bill sa harap ng Gaisano mall.,Ang nasabing pera ay napansin din ng isang nakilala lamang sa isang Chua na sumita sa kanya habang pinupulot ang P20.,Ilang minuto ang nakalipas, bumalik ang suspek at walang sabi-sabing pinaputukan ang biktima bago tuluyang tumakas.",,
"3 patay, 12 sugatan sa pamamaril",C,"Tatlo ang nasawi habang 12 iba pang sugatan sa nangyaring barilan ng isang kalalakihan sa isang restaurant sa Los Angeles, California.,Ayon sa Los Angeles Police, nadakip ang dalawang suspek at isinasailalim na ngayon sa pagsisiyasat kabilang ang isang babae.,Sinabi ni Sgt. Frank Preciado, isang pagdiriwang ang nagaganap sa naturang restaurant nang magsimula ang pagtatalo ng isang babae at isang lalaki kung saan agad ding umalis ang mga ito.,Ngunit ilang minuto ang lumipas ay bumalik ang mga ito at nagsimulang magpaputok ng baril hanggang sa duguang humandusay ang mga biktima.",,
"Sumuko sa Tokhang, binoga ng tandem",C,"Nagawa pang maki­paghabulan sa dala­wang suspek na riding in tandem bago tinamaan ng bala, ang isang tricycle­ driver na sangkot sa iligal­ na kalakaran ng droga­ sa kanilang lugar at una nang sumuko sa Oplan Tokhang, kahapon ng madaling-araw sa Tondo, Maynila.,Tinamaan ng bala sa dibdib at likurang bahagi ng katawan ang biktima na si John Leary Edlagan, 28, binata at residente ng 19C Maginoo St., Tondo, Maynila.,Sa imbestigasyon ni SPO3 Milbert Balinggan, ng Manila Police District-homicide section, naganap ang insidente dakong alas-3:43 ng madaling-araw sa Capulong St. kanto ng Lacson St. sa Tondo, Maynila.,Nagmamaneho umano ng kanyang tricycle ang biktima at bumibiyahe sa Capulong Street nang habu­lin siya ng mga suspek na magkaangkas naman sa motorsiklo at pinaputukan ng maabutan.,Aminado naman ang ina ni Veronica Nuevo­ na ang kanyang anak ay gumagamit ng iligal­ na droga at sangkot sa ilang drug activities sa kanilang lugar, at ito ang tinitingnang posibleng dahilan ng pagpatay.",,
3 magkaanak patay sa atake,C,"ZAMBOANGA CITY — Tatlong mi­yembro ng isang pamilya ang napaslang at 4 iba pa ang sugatan matapos silang ratratin ng mga ‘di-kilalang armadong lalaki sa bayan ng Sirawai sa Zamboanga del Norte province sa Mindanao.,Naganap ang atake kamakalawa ng gabi sa Sitio Narra sa Brgy. San Vicente, ngunit hindi pa mabatid ang motibo sa pamamaslang o kung may kinalaman ba ito sa away-pamilya o lupain.,Sa inisyal na ulat na natanggap ng pulisya, nakilala ang mga nasawi na sina Allan, Florgyn at Michael na pawang miyembro ng pamilyang Satera.,Ang mga sugatan ay kinilalang sina Mike, John, Mark at Hamja.,Patuloy pa rin kahapon ang imbestigasyon ng pulisya sa naganap upang matukoy kung sino ang nasa likuran ng krimen.",,
"Sinita sa malakas na kanta, nanaksak",C,"Agaw-buhay ngayon ang isang 24-anyos na lalaki matapos na walang habas na pagsasaksakin ng isa ring lalaki na sinita niya dahil sa malakas na pagkanta nito sa videoke sa lungsod ng Malabon kahapon ng madaling-araw.,Sa ulat ng Malabon City Police partikular na nina PO3 Julius Mabasa at P02 Jose Romeo Germinal II, ganap umanong alas-2:15 ng madaling-araw nang maganap ang insidente sa Kings Boro, Brgy. Panghulo ng nasabing lungsod.,Kasalukuyan umano noong birthday ng kapitbahay ng biktimang si Dario Torres, 24-anyos, jeepney driver na dinaluhan ng suspek na si Jinggoy Macosme, 25-anyos, tricycle driver ng Ilang Ilang Street, Brgy. Tanza, lungsod naman ng Navotas.,Ngunit nang ang suspek na ang kumakanta ay bigla na lamang na lumabas ang biktima at sinita ito, doon na nagkaroon ng mainitang pagtatalo sa pagitan ng dalawa hanggang sa magkasuntukan na ang mga ito.,Sa kalagitnaan ng kanilang pagsusuntukan ay doon na bumunot ng ice pick ang suspek at walang habas na inundayan ng hindi bababa sa limang beses na saksak ang biktima.,Matapos ang insidente ay agad ding tumakas ang suspek habang mabilis namang naisugod sa Valenzuela City Medical Center ang biktima na ngayon ay nasa kritikal na ring kalagayan, pinaghahanap na rin sa ngayon ang suspek.",,
2 sinaksak sa Maynila,C,"Kapwa inoobserbahan sa magkaibang pagamutan ang dalawang lalaki matapos saksakin kahapon ng madaling-araw sa magkahiwalay na lugar sa Maynila.,Sa imbestigasyon ng Manila Police District-Police Station 6, (MPD-PS 6) tinamaan ng saksak sa kaliwang bahagi ng katawan ang biktimang si Ranny Boy Jocson, 24 at residente ng 2375 Tenorio St. San Andres Bukid, Maynila na ginagamot sa Sta. Ana Hospital.,Naglalakad umano ang biktima kasama ang kanyang tiyuhin na si Michael Jocson at pinsan na si Richard Navales pasado alas-12:00 ng hatinggabi para maghanap ng makakainan nang makasalubong ang suspek na nakilala lamang sa alyas Totoy.,Kinumpronta umano ng suspek ang biktima na nauwi sa mainitang pagtatalo at upang hindi na lumala ang away inilayo ni Michael ang pamangkin, gayunman sinundan pala ito ng suspek at dito na bumunot ng patalim at sinaksak ang biktima.,Samantala, inoobserbahan din sa Gat Andres Bonifacio Memorial Medical Center (GABMMC), ang biktimang si Anthony Laysico, 32, helper, at taga 1055 Bo. Menu matapos pagsasaksakin ng hindi nakilalang suspek habang naglalakad sa harapan ng Tutuban Mall sa may Claro M. Recto dakong ala-una ng madaling-araw nang biglang pagsasaksakin ng ‘di nakikilalang suspek.,Ayon kay PO1 Reynaldo Villoria, ng MPD-PS 2, may tama ng apat na saksak ang biktima, tatlo sa likod at isa sa dibdib.,Nagtatakbo umano ang suspek sa may Claro M. Recto habang isinugod naman sa pagamutan ni Romeo Mojica, 49, ang biktima.",,
2 nalambat sa sextortion,C,"Arestado ng mga tauhan ng Cavite Criminal Investigation and Detection Group (CIDG) ang dalawang binatang suspek na umano’y nagtangkang mangikil ng pera at inaya pang makipagtalik sa kanila ang dalawang dalagang biktima, kamakalawa ng hapon sa bisinidad ng Brgy. Pilar, Las Piñas City.,Kinilala ni C/Insp. Danilo Balmes, hepe ng Cavite CIDG ang mga nadakmang sina Jose Carlo Fajardo Estraza at John Paulo Suarez, 32 at 30-anyos, ayon sa pagkakasunod, pawang mga residente ng Las Piñas City.,Ayon kay P/Insp. Freddie Zorilla, nagsilbing team leader ng grupo, modus ng mga suspek na magpanggap na babae at mag-post sa mga social media na kunwari’y naghahanap sila ng mga modelong babae.,Kapag kumagat ang mga biktima ay aalukin nila ng P10k kada photo shoot, ngunit sa kondisyong magpapadala sa kanila ng nude photos ang mga ito para sa umano’y screening pa na gagawin kung papasa sila.,Ganito ang sinapit nina Bea at Jaz (‘di tunay na pangalan), pawang 20-anyos at mga residente ng Brgy. Salawag, Dasmariñas City, Cavite, ayon sa kanilang salaysay sa Abante, Martes noong nakalipas na linggo nang una nilang naka-chat ang mga suspek, na naengganyo umano sila sa offer ng mga itong pera kaya nagpadala sila ng mga hubad na larawan sa e-mail ng mga suspek.,Nagkasundo pa umanong magkikita sa SM Molino ang mga suspek at biktima upang ibigay ang down payment bago ang photo shoot, ngunit hindi sumipot ang mga suspek, kasunod nito’y nakaramdam na ng takot ang mga biktima, dahil ang mga sumunod na eksena’y pawang pananakot at pagbabantang ipo-post sa social media ang mga hubad nilang larawan, kung ‘di sila papayag na makipag-sex sa mga ito.,Dito na umano humi­ngi ng tulong sa Cavite CIDG ang mga dalaga at nadakma sa entrapment ops ang mga suspek ng makipagkita sa kanila sa Brgy. Pilar Las ­Piñas City, ilang hubad na ­litrato rin ng ibang biktima ang nakita sa cellphone ni Jose Carlo.",,
2 biktima ng EJK ‘di pa rin kilala,C,"Rizal, Nueva Ecija — Wala pa ring kumikilala sa dalawang biktima ng extra judicial killings na natagpuang nakahandusay sa gilid ng patubig sa Purok Libertad, Brgy. Aglipay sa bayang ito noong ­Huwebes ng umaga.,Sa ulat na isinumite sa tanggapan ni Mayor Lito Andres, alas-sais ng umaga, nang iulat sa pulisya ni Brgy. Captain Alfredo Angala ang ukol sa natagpuang mga bangkay.,Kapuwa may tama ng bala sa ulo at nakagapos ang mga kamay at paa ng tape at alambre ang mga biktima.,Ang isang biktima na may tinatayang taas na 5’4” na height at edad sa pagitang 35-40-anyos ay sinabitan pa sa leeg ng karatulang may nakasulat na “MAMATAY TAO AKO HUWAG AKO TULARAN”.,Ang ikalawang biktima na nakasuot ng ca­mouflage at kulay itim na sweatshirt, ay tinatayang may taas na 5’4” at edad sa pagitang 42-48-anyos ay sinabitan ng placard sa leeg na sinulatan ng mga katagang “PUSHER AKO HUWAG TULARAN”.",,
4 carnapper patay,C,"PANGASINAN — Namatay sa engkwentro ang apat na kalalakihang hinihinalang miyembro ng carnapping at carjacking syndicate sa bayan ng Manaoag ng lalawigang ito kahapon ng madaling-araw.,Ayon kay P/SSupt. Ronald Oliver Lee, Acting Provincial Director ng Pangasinan Police, kaagad na nai­timbre sa Manaoag Police Station ang posibleng pagdaan ng sasakyan ng mga suspek matapos na diumano’y mang-hold up sa isang gasolinahan sa Barangay Pao dito.,Hindi umano huminto ang sasakyan ng mga suspek sa inilatag na checkpoint kaya hinabol sila ng kapulisan at mga miyembro ng Highway Patrol Group (HPG) kaya nagkaroon ng engkwentro.,Kinilala ng opisyal ang mga napatay na sina Rod­rigo Batucan, ng Olongapo City, Edwin Ignacio, mula sa lalawigan ng Bataan, Tommy Miranda ng Laguna at isang hindi pa nakikilalang lalaki.",,
"Nasa ‘drug watch list’, iniligpit",C,"Isa na namang nasa ‘drug watch list’ ang pinagbabaril hanggang sa mapatay ng grupo ng mga kala­lakihang nakamaskara at nakamotorsiklo kahapon ng madaling-araw sa Pateros.,Tadtad ng bala ng hindi pa mabatid na kalibre ng baril sa katawan ang biktimang si Jaime Edilberto, 53, tricycle driver, taga-No. 2 Emerald Subd., Kanluran St., Brgy. Santo Rosario ng naturang bayan.,Blangko pa ang pulisya sa pagkakakilanlan ng mga suspect.,Sa report kay P/Supt. Jenny Tecson, hepe ng Public Information Office (PIO) at tagapagsalita ng Southern Police District, naganap ang insidente dakong alas-2:25 ng madaling-araw sa bahay ng biktima.,Biglang dumating ang apat na kalalakihan na magka-angkas sa dalawang motorsiklo na pawang mga nakamaskara at walang salitang pinagbabaril ang biktima na ikinasawi nito.,Matapos ang pamamaril ay mabilis na tumakas ang mga suspect at iniimbestigahan pa ng pulisya kung grupo ito ng mga vigilante na gumagala sa naturang lugar.",,
3 pang Koreano bumulagta,C,"Ipinakukumpirma na ng Philippine National Police (PNP) sa Bacolod City Police ang iniulat na pagkakatagpo sa tatlong Korean national na tadtad ng tama ng punglo sa katawan sa nasabing siyudad.,Mismong si PNP chief Director General Ronald dela Rosa ang nag-utos na siyasatin ang ulat na na­balita sa ilang pahayagan sa Korea kaugnay sa pagkasawi ng tatlong dayuhan na ipinarating naman ng South Korean foreign ministry.,Base sa report, kinabi­bilangan ng dalawang­ lalaki at isang babae na pawang nasa edad 40 pataas ang natagpuang patay na tadtad ng tama ng pung­lo sa katawan habang nakagapos pa ang magkabilang paa ng da­lawang lalaki at nakagapos naman ang magkabilang kamay ng babae.,Ipinaalam din ng PNP sa pulisya ng Bacolod kung ano ang pagkaka­kilanlan sa mga biktima at kung ano ang motibo ng pagpaslang sa mga ito.",,
3 bangkay sa Pampanga kinumpirmang Koreano,C,"Kinumpirma ng opisyal ng South ­Korean foreign ministry na ang tatlong bangkay na natagpuang patay sanhi ng tama ng bala sa ulo sa lalawigan ng Pampanga­ ay pawang mga kaba­bayan ng mga ito.,Ayon sa ulat, kasalukuyan nang nakikipag-­ugnayan ang South ­Korea consular ­official sa mga awtoridad su­balit wala pang nakikitang motibo o suspek para papanagutin sa pagkasawi ng tatlong South ­Koreans.,Nabatid na nagtagpuan ang wala nang buhay ng dalawang lalaki at isang babae na tinata­yang kapwa nasa 40-an­yos na may tama ng ‘di mabatid ng kalibre ng baril sa ulo habang nakatali ang kamay at paa sa tubuhan sa Bacolor, Pampanga noong Oktubre 11 ganap na alas-sais ng umaga.,Tumanggi namang magkomento ang emba­hada ng Pilipinas sa Seoul sa nasabing impormasyon.,Base naman sa South Korean media, nasa anim na kababa­yan na nito ang natatagpuang patay sa bansa ngayong taon.",,
"Rape suspect, swak sa selda",C,"Nagwakas ang ilang taong pagtatago ng isang suspek sa kasong rape makaraang matimbog ito ng mga pulis sa kanyang pinagtataguan sa Brgy. Halang, Calamba City, Laguna kamakalawa ng umaga.,Hindi na nakapalag ang suspek na si Diosdado Sandro Y Caguitla, tubong San Juan, Batangas ng masakote ito ng mga awtoridad.,Si Sandro ay ­wanted sa kasong 3-counts of rape ay inaresto sa bisa ng search warrant mula sa sala nina Hon. ­Judges Gregorio Velasquez, Caesar Buenagua at Alberto Serrano ng Regional Trial Court Branch 35, 37 at 92 ng Calamba City.,Walang inerekomendang piyansa ang korte para sa pansamantlang kalayaan ng suspek.",,
Pastor bulagta sa droga,C,"Isang reverend o pastor ang patay matapos na pasukin sa pamamahay nito ng tatlong hindi pa nakikilalang mga salarin at walang habas na pagbabariln hanggang sa mapatay sa Caloocan City kahapon ng mada­ling-araw.,Kinilala ang biktimang si Robert Nacanceno, 60-anyos, isang pastor na nagkakasal sa Manila City Hall at residente ng Bayanihan Street, Barangay 159, Baesa ng nasabing lungsod.,Ganap na alas-2:30 ng madaling-araw, habang natutulog na umano ang biktima kasama ang kapa­tid na si Antonio Nacanceno sa loob ng kanilang bahay nang pwersahan na lamang umanong pasukin sila ng tatlong mga kala­lakihan.,Ayon kay Antonio ay nagising na lamang umano siya sa ingay na dulot ng pagkasira ng kanilang pintuan, agad umano siyang pinuntahan ng dalawa sa mga suspek habang ang isa ay lumabas at nagsilbing lookout.,Inilawan umano siya gamit ang flashlight ng mga suspek at tinanong umano kung ano ang pa­ngalan nito, agad naman niyang sinabi ang kanyang palayaw na “Boy” ngunit hinanapan pa umano siya ng mga identification cards ng mga suspek.,Ngunit nang kukunin na niya ito ay sinabihan umano siya ng mga suspek na huwag na umano at pumirme na lang umano sa kinaroroonan nito at huwag aalis. Doon na nila pinuntahan ang biktima na nasa kabilang silid at la­king gulat na lamang umano ni Antonio nang makarinig na siya ng tatlong sunud-sunod na pu­tok ng baril.,Hinala ni Antonio ay na may kinalaman sa iligal na droga ang motibo sa pagpatay sa kanyang kapatid dahil gumagamit umano ito ng ipinagbabawal na gamot.",,
Dutchman itinumba sa Mindanao,C,"ZAMBOANGA CITY — Patuloy ang imbestigasyon ng pulisya sa pagkakapaslang sa isang Dutchman sa bayan ng Manticao sa lalawigan ng Misamis Oriental sa Mindanao.,Dead on the spot si Robertus Carolus Maria van der Ploeg nang ito ay matagpuan ng rumespondeng mga parak sa Barangay Punta Silum nitong Lunes ng gabi. Binaril ang dayuhan sa kanyang ulo at ayon sa ulat ay dalawang tama ng bala ang bumaon sa utak nito.,Dalawang lalaki na sakay ng isang motorsiklo ang sinasabing nasa likod ng krimen. Hindi pa mabatid ang motibo sa pagpatay sa dayuhan, ngunit nabawi sa lugar ang isang cardboard na may nakasulat na: “Pidopilya at adik ako.”,Natagpuan rin sa kanyang backpack ang sari-saring panty at cellphone na may litrato at sex vi­deo ng mga menor-de-edad at kababaihan.,Walang umako sa krimen at hindi rin naglabas ng anumang pahayag ang embahada nito ukol sa naganap.",,
"Magsasakang adik, nagbigti",C,"PANTABANGAN, Nueva Ecija — Nagpatiwakal dahil hindi nakayanan ng isang 44-anyos na magsasaka ang galit ng mga kaanak at ang palagiang pang-aaway ng kaniyang misis dahil sa bisyo nitong paggamit ng shabu.,Batay sa ulat ni P/Sr. Inspector Roderick Corpuz sa tanggapan ni P/Sr. Supt. Manuel Cornel, Nueva Ecija police director, nakilala ang nagpatiwakal na si Lopito Gatmaitan Evangelista, residente ng Purok 6, Brgy. Cadaclan dito.,Sa pagsisiyasat ni SPO 1 Don King Barcelo dakong alas-dos ng hapon noong matagpuan ng mga kaanak ang nakasabit sa may 10 talampakang taas na punong mangga na malapit sa kanilang bukid ang nagbigting si Evangelista.,May natagpuang suicide note sa bulsa ng nagpatiwakal na humihingi ng tawad sa limang anak at sa kaniyang kabiyak sa ginawang pagkitil sa sariling buhay.,Labis din umano ang pagsisisi nito dahil sa pagi­ging drug dependent, patunay ang pagkakasama sa mga sumuko makaraang mapasama sa drug watch list ng pulisya.",,
"BAHAY NA PUNO NG ARMAS, SINALAKAY",C,"Iba’t ibang klase ng armas, mga bala at a­nim na improvised explosive device (IED) ang nasamsam ng mga tauhan ng Phi­lippine National Police-Crime Investigation and Detection Group (PNP-CIDG) sa sinalakay na bahay sa isang compound sa Brgy. Marulas, Valenzuela City kahapon ng umaga.,Sa report ni Chief Insp. Roque Merdegia kay Officer-in-Charge (OIC) CIDG Chief Supt. Eliseo Rasco, bukod sa anim na pasabog, nakumpiska rin ng raiding team sa bisa ng search warrant ang anim na caliber .38 revolver, isang caliber .357 magnum, isang caliber .9mm at mga bala.,Ayon kay Rasco, isi­nagawa ang raid base na rin sa mga sumbong ng mga residente sa R. Valenzuela St., hinggil sa walang habas na pagpapaputok sa lugar na ikinatatakot ng mga tao partikular ng mga bata.,Sa nasabing raid, nagresulta sa pag-aresto sa magtiyuhin na sina Jefferson Ledesma alyas ‘Dodong’ at Ben Ledesma.,Samantala, 19 na nagpakilalang mga security guards na inabutan sa lugar ang inimbitahan ng pulisya para sa pagtatanong.,Sinasabing nahirapan makapasok ang mga pulis dahil pawang mga nakahinang ang bakod ng compound.,Inihahanda na ang kasong paglabag sa RA 10591 o Comprehensive Firearms and Ammunition Regulation Act at pag­labag sa RA 9516 o Illegal Possession of Explosives na isasampa sa mga ito.,Sinabi ni Rasco na i­naalam na nila kung maituturing na private armed group ang mga dinakip na magtiyuhin.",,
Ex-bf may kinalaman sa pagpatay sa utol ni Maritoni Fernandez,C,"Nagkakaroon na umano ng linaw ang pagkakapaslang sa kapatid ng aktres na si Maritoni Fernandez na si Ma. Aurora Moynihan y Fernandez, makaraang lumabas sa ballistic examination na ang napatay na ex-boyfriend nito ay nag-match sa basyo ng bala na nakuha sa lugar kung saan pinatay ang una noong nakaraang buwan sa Temple Drive, Brgy. Ugong Norte, Quezon City.,Subalit ayon kay Quezon City Police District (QCPD) acting Director Sr./Supt. Guillermo Lorenzo Eleazar, posib­le umanong may kinalaman sa nangyaring pagpaslang kay Moynihan noong Setyembre 10 ang umano’y dating boyfriend nito na si Leandro Antonio Kanahashi na napaslang naman noong Linggo sa drug operation ng QCPD Anti-Illegal Drugs-Special Operations Task Group (AID-SOTG) sa Brgy. Botocan, Quezon City.,Dakong alas-dos ng madaling-araw nang mangyari ang engkwentro sa pagitan ng suspek na si Kanahashi sa harap ng Bliss Bldg., Mapagkumbaba St., Area 7, ng nasabing barangay.,Sa pagkakapaslang kay Kanahashi ay narekober ng mga awtoridad ang tig-isang kalibre .45 at .38 na baril at sampung plastic sachet ng shabu.,Ayon kay Sr./Supt. E­leazar, lumabas sa resulta ng Ballistic Comparative Examination na nag-match ang mga basyo ng bala na natagpuan naman kung saan nakitang pinatay si Moynihan sa baril na kalibre .45 ni Kanahashi.,Ayon kay Sr./Supt. Eleazar, posible umanong isa sa mga suspek sa pagpaslang kay Moynihan ay ang napaslang na ex- boyfriend nitong si Kanahashi.",,
Brgy. chairman inasinta sa ulo,C,"Patay sa isang tama­ ng bala sa bahagi ng ulo ang kasalukuyang barangay chairman ng Barangay­ 2 sa Batangas City, ­habang nakatayo ito sa Calumpang­ Dike, Brgy. 3, mag-aalas-dos ng hapon kamakalawa.,Kinilala ng Batangas Component Police Station ang biktimang si Brgy. Chairman Felix Garcia y Bernal alyas ‘Macmac’, 40-anyos, na binaril ng nag-iisang suspek, sa tabi ng dike sa Panganiban St., Brgy. 3, na mabilis ding nakatakas sa pinangyarihan ng krimen bitbit ang murder weapon.,Tanging ang pag-aari ng biktima na isang Colt caliber .45 (serial ­number 856147), na may isang magazine na kargado ng 6 na live ammo, ang narekober ng SOCO sa crime scene.,Blangko pa ang ­pulisya sa pagkakaki­lanlan sa suspek at sa ­motibo sa krimen. ­",,
"Ninja cop sa Bulacan, bulagta",C,"Isang dating intelligence Officer ng Bulacan Philippine National Police (PNP) na pinararata­ngang sangkot sa iligal na droga ang napatay makaraang pagbabarilin ng dalawang hindi kilalang la­laki na magka-angkas sa motorsiklo habang ang biktimang pulis ay naglalakad sa kahabaan ng Brgy.­ Bangcal extension, Meycauayan City, Bulacan kamakailan.,Kinilala ng pulisya ang biktimang si SPO1 Domi­nador Mag-Uyon y Guzon, 51, may asawa ng Brgy. Marulas, Valenzuela City at nakatalaga sa Provincial Public Safety Company (PPSC) sa Camp. Gen. Alejo S.Santos-Malolos City na namatay sa pook ng insidente bunga ng mga tama ng bala sa katawan habang tumakas ang hindi kilalang ri­ding-in-tandem.,Bandang alas-dos ng hapon noong linggo nang maganap ang insidente habang ang aktibong pulis na si SPO1 Mag-Uyon ay naglalakad sa nasabing lugar nang bigla itong hintuan at pagbabarilin ng dala­wang suspek at nang makitang naliligo na sa sariling dugo ang pakay at kanilang napuruhan ay nilagyan pa nila ito ng dalawang karatula,’Tulak na pulis, huwag tularan’.",,
"Bulagtaan sa Pampanga: 1 Intsik, 3 Taiwanese",C,"Isang Chinese natio­nal at tatlong Taiwanese nationals na kinabibila­ngan ng isang babae ang natagpuang patay sa dalawang bayan sa lalawigan ng Pampanga kahapon ng umaga.,Unang natagpuan ng ilang magsasaka bandang alas-6:30 ng umaga ang tatlong bangkay na kinabibilangan ng isang babae at dalawang lalaki sa madamong bahagi ng megadike sa Brgy. Dolores, Bacolor, Pampanga.,Pawang mga may tama ng punglo sa katawan at ulo ang mga biktima habang nakabaon pa sa putik ang kalahati ng katawan ng isa sa bangkay. Pawang mga hindi pa nakikilala ang mga ito na pinaniniwalaang mga Taiwanese nationals base sa description.,May teorya ang pulisya na posibleng pinahirapan muna ang mga biktima bago tuluyang pinatay dahil pawang naka-packaging tape ang mga paa at kamay ng mga ito.,Samantala, bandang alas-nuwebe ng umaga naman nang matagpuan ang bangkay ng isang Chinese national na si Michael Chen, 40, sa MacArthur Highway, San Fernando, Pampanga.,Sakay ng kanyang SUV ang biktima nang matagpuang patay.",,
"Umayaw sa kalabit, misis ginulpi",C,"Kalaboso ang isang mister matapos ireklamo ng pambubugbog ng mi­sis na tumangging maki­pagtalik sa kanya sa Sanchez Mira, Cagayan.,Nakapiit na ngayon sa detention cell ng Caga­yan Police Provincial Office (CPPO) ang suspek na si Jan Agabit.,Si Agabit ay inaresto matapos ireklamo ng mi­sis na si Jonalyn, isang guro.,Sa reklamo ng misis, kauuwi lamang niya kamakalawa ng hapon ga­ling sa eskwelahan nang utusan siya ng mister na magluto at patulugin ng maaga ang mga anak.,Kahit pagod, sinunod pa rin ng biktima ang utos ng mister pero nang matapos ang misis ay nagpamasahe pa sa kanya ang mister na sinunod din naman nito.,Pero sa kalagitnaan ng pagmamasahe, inaya ng mister ang misis na magtalik sila na hindi na pinagbigyan ng misis dahil bukod sa pagod na ito ay gi­sing pa ang isa nilang anak.,Dito na nagalit at nagwala ang mister hanggang sa suntukin ang misis sa sikmura, mukha at mata at hindi pa nakuntento at tinadyakan ang likod at leeg.,Nanlaban ang misis hanggang makalabas ng bahay at nakahingi ng tulong sa ina na kapitbahay lamang nila.,Agad namang isinugod sa ospital ang misis habang ang ina nito ay tumawag ng pulis at naaresto ang suspek na mister.",,
Ex-teen actor sa drug watch nabaril,C,"Nabaril at kasalukuyang under observation sa pagamutan ang dating­ teen actor na si John Wayne Sace matapos barilin ng riding in tandem sa Pasig City noong Lunes ng gabi.,Ayon sa report ng Pasig City Police, bandang alas-11:10 ng gabi nang pagbabarilin ng dala­wang lalaki na nakasakay sa motorsiklo ang biktima habang kasama nito ang kaibigang si Erik Sabino sa kahabaan ng Dr. Sixto Antonio Avenue ng nasabing lungsod.,Mabilis na isinugod sa Rizal Medical Center si Sace, 27-anyos, na nagtamo ng isang tama ng bala sa kanyang baywang habang dead-on-arrival ang kasama nitong si Sabino na nagtamo ng maraming tama ng baril sa katawan.,Kinumpirma ng pulisya na si Sace at Sabino ay kapwa nasa drug watch list ng Pasig City dahil sa illegal drug activity.,Si Sace ay dating cha­racter actor/dancer na mula sa Star Magic ­Circle ng ABS-CBN.",,
23 nabaon ng buhay,C,"Patay ang 23-katao matapos ang pagguho ng isang residential buil­ding sa coastal city ng W­enzhou China.,Ayon sa ulat ng state-run Xinhua news agency, ang nasawi sa pagbagsak ng apat na palapag na gusali na matatagpuan sa Lucheng Industrial district sa Zhejiang Province.,Samantala, umaasa ang mga rescue workers na may makukuha pang biktima na naipit sa gumuhong gusali.,Anim na katao naman ang nailigtas ng mga nagrespondeng rescue workers na natabunan din ng mga bato.,Base sa inisyal na im­bestigasyon, ang gumuhong gusali ay kabilang sa apat na gusali na itinayo ng mga residente nito at taong 1970 pa itinayo kung kaya’t luma na.,Dahil sa insidente, ang iba pang gusali na nasa naturang lugar ay sinimulan nang gibain para maiwasan ang pagguho rin ng mga ito.,Patuloy ang isinasagawang imbestigasyon ng mga awtoridad kung ano ang tunay na dahilan ng nasabing trahedya.",,
